,Index,Org ID,Name,Website,Country,Description,Founded,Industry,Num of employees
244,7767,,Bowers Group,http://tyler.com/,French Southern Territories,Fundamental asymmetric encryption,1970,Financial Services,
245,7772,,Mathews-Jones,http://small.info/,Cocos (Keeling) Islands,Face-to-face actuating standardization,1989,Arts / Crafts,
246,7869,,Schneider LLC,http://bright.info/,Iran,Configurable mission-critical forecast,1989,Law Enforcement,
247,7874,,Molina PLC,https://choi.com/,Ireland,Automated coherent core,1983,Ranching,
248,7907,,Cherry-Meyers,https://www.day.com/,Djibouti,De-engineered radical leverage,2001,Fine Art,
249,7922,,White-Keller,https://www.leach.com/,Trinidad and Tobago,Seamless interactive emulation,1994,Online Publishing,
250,7945,,Deleon Inc,http://shah-spears.com/,Ecuador,Business-focused responsive archive,2000,Motion Pictures / Film,
251,7978,,Yu Group,https://weber-chase.com/,Armenia,Expanded 6thgeneration leverage,2016,Insurance,
252,8015,,Mitchell-Davila,http://chen.info/,Algeria,Automated reciprocal secured line,1999,Writing / Editing,
253,8020,,Hendricks-Reid,https://www.preston.info/,Belarus,Re-engineered non-volatile data-warehouse,1992,Health / Fitness,
254,8087,,Bean-Hull,https://www.higgins-rocha.com/,Turks and Caicos Islands,Organic fresh-thinking website,2016,Luxury Goods / Jewelry,
255,8107,,Dawson-Hebert,https://howe.biz/,Sweden,Centralized 3rdgeneration neural-net,2002,Telecommunications,
256,8137,,Acosta-Meyer,http://www.hartman.com/,Kazakhstan,Upgradable 6thgeneration structure,1988,Arts / Crafts,
257,8139,,Barrett-Archer,http://www.hooper.com/,British Indian Ocean Territory (Chagos Archipelago),Up-sized local database,2009,Human Resources / HR,
258,8144,,Duffy-Dunn,http://www.hayden.info/,Mayotte,Self-enabling systemic monitoring,2008,Financial Services,
259,8174,,Rodgers and Sons,http://duncan.org/,Cape Verde,Triple-buffered leadingedge info-mediaries,2008,Graphic Design / Web Design,
260,8175,,Aguilar LLC,https://www.mccoy-olson.net/,Northern Mariana Islands,Assimilated web-enabled intranet,2017,Sports,
261,8188,,Marshall Group,https://pace-odonnell.com/,Aruba,Realigned discrete conglomeration,2021,Human Resources / HR,
262,8208,,Duncan Ltd,http://www.carey.com/,Vietnam,Automated client-server benchmark,1999,Public Safety,
263,8221,,Short and Sons,https://stein.org/,Thailand,Persistent dedicated access,1990,Cosmetics,
264,8274,,Reid-Key,https://www.parks.com/,India,Operative discrete capability,2007,Industrial Automation,
265,8318,,Rose-Morales,https://rasmussen.biz/,United States of America,Persistent actuating knowledge user,2012,Plastics,
266,8345,,Dyer PLC,https://www.russell.biz/,Lao People's Democratic Republic,Innovative 4thgeneration throughput,1996,Paper / Forest Products,
267,8352,,Macdonald-Anthony,https://www.knox.com/,Malaysia,Integrated 4thgeneration hardware,1992,Internet,
268,8354,,Schmitt Ltd,https://www.ryan.com/,Antigua and Barbuda,Re-contextualized coherent intranet,1984,Architecture / Planning,
269,8386,,Gill Inc,https://www.cordova.com/,Falkland Islands (Malvinas),Face-to-face methodical instruction set,1977,Veterinary,
270,8441,,Pope-Mcgee,http://young-wiley.biz/,Honduras,Triple-buffered system-worthy productivity,1985,Political Organization,
271,8449,,Barber Ltd,http://turner.com/,Aruba,Diverse modular leverage,2016,Transportation,
272,8467,,Arias and Sons,http://www.williams-freeman.biz/,Serbia,Team-oriented explicit open architecture,2021,Law Enforcement,
273,8476,,Vargas-Nolan,https://www.avery.com/,Benin,Multi-lateral zero-defect moderator,1986,E - Learning,
274,8496,,Peterson and Sons,http://www.armstrong.com/,Albania,Enterprise-wide optimal data-warehouse,1983,Law Enforcement,
275,8497,,Howard Ltd,https://munoz.com/,Mauritania,Extended 6thgeneration matrix,2010,Outsourcing / Offshoring,
276,8508,,Blair Inc,http://morrison.com/,United Kingdom,Re-contextualized stable Internet solution,1996,Accounting,
277,8527,,Johnston-Haynes,http://www.tucker.com/,Central African Republic,Devolved zero administration algorithm,2005,Religious Institutions,
278,8568,,Parks Group,https://williams.com/,Aruba,Front-line hybrid help-desk,1982,Retail Industry,
279,8569,,Pennington Inc,https://saunders-daniel.biz/,Vanuatu,Profit-focused heuristic toolset,2009,Motion Pictures / Film,
280,8622,,Strickland Inc,https://padilla.com/,Austria,Enhanced regional Local Area Network,2019,Furniture,
281,8640,,Bennett LLC,http://www.gilbert-riggs.com/,Uzbekistan,Synergistic 5thgeneration focus group,1992,Venture Capital / VC,
282,8672,,Duarte-Haynes,https://www.swanson-mcfarland.com/,Martinique,Virtual explicit moderator,1997,Market Research,
283,8693,,Wang-Hunter,http://huynh.com/,Netherlands,Devolved regional installation,2018,E - Learning,
284,8778,,Black PLC,https://www.shepherd.biz/,Malaysia,Robust motivating algorithm,2020,Legislative Office,
285,8799,,Graves-Valencia,http://www.santiago.com/,Greece,User-centric mobile groupware,2003,Computer Networking,
286,8829,,Mora-Avila,https://edwards-villarreal.com/,Israel,Diverse asymmetric throughput,1988,Newspapers / Journalism,
287,8932,,Solomon Ltd,https://www.lowery-monroe.com/,Morocco,De-engineered local middleware,2004,Recreational Facilities / Services,
288,8938,,Cabrera Group,http://www.buckley-bender.info/,China,Horizontal actuating support,2001,Glass / Ceramics / Concrete,
289,8965,,Nunez-Lynn,http://www.mccormick.com/,Lao People's Democratic Republic,Face-to-face fresh-thinking solution,1978,Commercial Real Estate,
290,9070,,Collier Group,https://shepard.com/,Poland,Multi-channeled foreground workforce,1992,Food Production,
291,9077,,Castro PLC,https://www.hicks.org/,Bulgaria,Reverse-engineered tertiary toolset,2001,Medical Equipment,
292,9090,,Collier Inc,https://singh.com/,Andorra,Programmable bottom-line contingency,2002,Electrical / Electronic Manufacturing,
293,9119,,Horne-Dillon,http://humphrey.com/,Ghana,Customer-focused empowering parallelism,1986,Shipbuilding,
294,9124,,Costa Inc,http://www.lin.com/,Egypt,Distributed well-modulated secured line,1976,Public Safety,
295,9138,,Potter-Roman,https://www.arias.net/,Turkey,Inverse context-sensitive time-frame,2003,Design,
296,9166,,Bradford-Stout,https://www.cordova.net/,Ghana,Centralized local protocol,1981,Architecture / Planning,
297,9206,,Gould Group,https://www.marquez.com/,Taiwan,Polarized 24/7 superstructure,1991,Staffing / Recruiting,
298,9223,,Drake-Mullins,http://skinner-hopkins.com/,Portugal,Public-key leadingedge ability,2007,Venture Capital / VC,
299,9259,,Ponce LLC,http://hogan.net/,Iceland,Seamless fresh-thinking Graphical User Interface,2009,Public Safety,
300,9261,,Figueroa Inc,https://www.krause.com/,Cyprus,User-friendly empowering open system,1979,Aviation / Aerospace,
301,9285,,Stevenson and Sons,http://camacho.net/,Croatia,User-centric reciprocal workforce,2006,Civic / Social Organization,
302,9322,,Alvarez-Pham,http://www.mccullough-romero.com/,Seychelles,Realigned fresh-thinking alliance,1978,Nanotechnology,
303,9339,,Dickson Ltd,http://holden.net/,Papua New Guinea,Configurable eco-centric process improvement,1985,Performing Arts,
304,9450,,Hodge Inc,https://www.friedman.com/,Latvia,Streamlined regional hub,1986,Executive Office,
305,9491,,Stephens-Cline,https://porter-holden.com/,Guatemala,Synergized needs-based benchmark,2003,Sports,
306,9493,,Hill Ltd,https://www.leach.biz/,Qatar,Fully-configurable modular project,1997,Shipbuilding,
307,9496,,Walsh-Hooper,https://sawyer.com/,Dominica,Diverse local archive,1991,Electrical / Electronic Manufacturing,
308,9509,,Roy and Sons,http://www.lucero.net/,Malawi,Public-key clear-thinking utilization,2016,Logistics / Procurement,
309,9553,,Cochran and Sons,http://hurst-santos.info/,Philippines,Persistent client-driven capacity,1978,Import / Export,
310,9577,,Garrison and Sons,http://www.christensen-buckley.com/,French Southern Territories,Persistent human-resource algorithm,1997,Performing Arts,
311,9663,,Jenkins-Wise,http://salas-hill.info/,Estonia,Cross-group mobile conglomeration,2013,Military Industry,
312,9667,,Parker-Nunez,https://www.morris-frank.net/,Korea,Down-sized real-time artificial intelligence,2015,Animation,
313,9809,,Landry LLC,http://www.mcconnell-mcdowell.com/,Korea,Enterprise-wide cohesive pricing structure,2014,Sporting Goods,
314,9814,,Montgomery-Gill,http://park.com/,Hong Kong,Organized zero administration middleware,1999,Farming,
315,9817,,Gonzalez Ltd,https://www.hutchinson.org/,Luxembourg,Enterprise-wide bottom-line moratorium,2017,Real Estate / Mortgage,
316,9829,,Keith Ltd,https://sampson.com/,Belize,Configurable explicit middleware,2020,Animation,
317,9844,,Velasquez Inc,https://www.burch-daugherty.info/,Finland,Balanced dynamic complexity,1988,Newspapers / Journalism,
318,9849,,Wells-Landry,http://tran.com/,China,Object-based logistical service-desk,1970,Semiconductors,
319,9859,,Miranda-Bullock,http://www.miranda.com/,Indonesia,Adaptive non-volatile parallelism,1979,Computer Software / Engineering,
320,9901,,Rosario-Jarvis,http://melton.com/,Tokelau,Enterprise-wide exuding hierarchy,1986,Marketing / Advertising / Sales,
321,9924,,Mills-Hopkins,https://haley.com/,Ireland,Persistent modular framework,2005,Food / Beverages,
322,9936,,Barton-Sanchez,https://www.rivas-moody.com/,El Salvador,Vision-oriented systemic leverage,1985,Sports,
323,9958,,King-David,https://www.ball.com/,Namibia,Down-sized uniform function,1972,Fine Art,
324,9993,,Farmer PLC,http://riddle-good.com/,Dominica,Synchronized tangible throughput,2012,Automotive,
325,10011,,Cuevas-Marshall,https://harrington.info/,Bahrain,Automated logistical toolset,1987,Military Industry,
326,10058,,Miranda-Sexton,https://barton.com/,Central African Republic,Profit-focused interactive challenge,1982,Transportation,
327,10174,,Boyle-Rivas,https://schaefer.biz/,Mexico,Streamlined didactic help-desk,1998,E - Learning,
328,10206,,Nelson-Mcintosh,https://www.parsons.com/,Georgia,Triple-buffered next generation budgetary management,1982,Machinery,
329,10340,,Mcintyre-Mathis,https://www.cole.info/,Panama,Monitored 5thgeneration encryption,2021,Furniture,
330,10354,,Whitney-Butler,https://www.rhodes-lamb.com/,New Zealand,Re-engineered context-sensitive portal,1985,Translation / Localization,
331,10414,,Weiss-Riley,http://www.rogers.com/,United Kingdom,Multi-layered bi-directional projection,1990,Packaging / Containers,
332,10415,,Bentley PLC,https://www.ferguson-salazar.info/,Luxembourg,Optimized human-resource installation,1984,Maritime,
333,10453,,Mcneil LLC,https://jordan.com/,Cyprus,Persistent bandwidth-monitored functionalities,2009,Plastics,
334,10494,,Patrick-Lowery,https://www.andrade.net/,Nepal,Persevering non-volatile knowledge user,2000,Human Resources / HR,
335,10502,,Hodges-Shaffer,https://www.lewis.com/,Luxembourg,Centralized executive process improvement,2015,Professional Training,
336,10515,,Mcbride-Marsh,https://www.lowe.info/,Niue,Total well-modulated knowledgebase,2001,Music,
337,10539,,Salinas Group,https://www.chase.com/,Belarus,Multi-lateral context-sensitive model,2020,Construction,
338,10540,,Salazar Group,https://www.morris.com/,Israel,De-engineered actuating database,1995,Farming,
339,10545,,Koch-Cameron,http://www.jimenez.com/,Myanmar,Persistent contextually-based budgetary management,1988,Airlines / Aviation,
340,10546,,Alexander-Pratt,https://logan.info/,Mozambique,Fundamental object-oriented implementation,2010,Machinery,
341,10631,,Berg Group,https://www.stephens.biz/,Mexico,Multi-channeled national open system,1988,Broadcast Media,
342,10655,,Reeves PLC,https://hunter-morgan.com/,Falkland Islands (Malvinas),Enterprise-wide 5thgeneration approach,1980,Furniture,
343,10690,,Farley-Park,http://kaiser.com/,Rwanda,Object-based didactic utilization,2003,Consumer Services,
344,10719,,Elliott LLC,http://www.cherry-holloway.com/,French Polynesia,Down-sized interactive circuit,2007,Architecture / Planning,
345,10759,,Calhoun-Mosley,https://www.rhodes.com/,Madagascar,Horizontal bottom-line hardware,1996,Fundraising,
346,10831,,Norman-Huff,http://www.gomez.com/,Nigeria,Open-source logistical conglomeration,2015,Publishing Industry,
347,10932,,Allen-Ferguson,http://hoffman.com/,Grenada,Total background instruction set,2015,Furniture,
348,10933,,Davidson Ltd,http://www.villa.org/,Reunion,Object-based zero administration website,2020,Restaurants,
349,10983,,Barrett LLC,https://santiago-mathis.net/,Cote d'Ivoire,Decentralized systematic pricing structure,2017,Public Relations / PR,
350,11030,,Smith-Moore,https://petty.com/,Guernsey,Progressive radical archive,1978,Marketing / Advertising / Sales,
351,11056,,Clay-Mahoney,https://tapia-pennington.info/,Reunion,Diverse full-range Graphical User Interface,1983,Plastics,
352,11067,,Zavala-Cochran,https://santana.com/,Central African Republic,Object-based scalable Internet solution,2010,Executive Office,
353,11123,,Leon Ltd,https://www.shaw-carter.com/,Bermuda,Fully-configurable bifurcated solution,1980,Health / Fitness,
354,11137,,Donovan Group,http://www.ochoa.com/,Seychelles,Object-based uniform migration,1996,Executive Office,
355,11169,,Rubio-Brooks,https://www.oconnell-smith.biz/,Honduras,Operative client-driven neural-net,1986,Think Tanks,
356,11229,,Sweeney-Sheppard,https://www.garrison-garrison.org/,Denmark,Mandatory 24/7 support,1971,Leisure / Travel,
357,11234,,Oconnell LLC,http://faulkner.org/,Kuwait,Profit-focused background flexibility,1973,Food / Beverages,
358,11244,,Brandt PLC,https://benjamin.com/,Belize,Enterprise-wide heuristic help-desk,2020,Military Industry,
359,11278,,Weber-Cruz,http://www.stevens.com/,Poland,Fully-configurable homogeneous parallelism,2021,Public Safety,
360,11321,,Burke-Roberts,https://www.mills-mccarthy.net/,Liberia,Distributed hybrid methodology,2001,Chemicals,
361,11382,,Walker-Norman,https://guerrero.com/,Italy,Centralized content-based system engine,2000,Fundraising,
362,11388,,Cardenas-Payne,https://gates-herrera.biz/,Solomon Islands,Digitized 24/7 website,1990,Library,
363,11415,,Kirby Ltd,http://www.mclean-cuevas.com/,Switzerland,Object-based upward-trending policy,1985,Medical Equipment,
364,11444,,Johnston Inc,https://pitts.com/,Chile,Mandatory web-enabled access,1999,Law Practice / Law Firms,
365,11537,,Durham-Forbes,https://jackson-fischer.org/,Somalia,Cloned intangible database,2008,Computer Software / Engineering,
366,11542,,Dixon-Bautista,https://www.hood.com/,Algeria,Down-sized impactful solution,2003,Medical Practice,
367,11583,,Zimmerman Inc,https://www.holland.com/,Yemen,Cloned national protocol,2003,Market Research,
368,11587,,Aguilar-Zamora,https://oliver-reilly.org/,Jamaica,Proactive executive strategy,1994,Legal Services,
369,11590,,Bean-Woodward,https://www.gaines-mullen.net/,Congo,Right-sized heuristic leverage,2010,Legal Services,
370,11628,,Doyle Group,https://buck-padilla.com/,Libyan Arab Jamahiriya,Proactive logistical hardware,2007,Motion Pictures / Film,
371,11675,,Cantrell and Sons,http://tran.com/,Lao People's Democratic Republic,Cloned 24hour alliance,1985,Architecture / Planning,
372,11704,,Arnold LLC,http://nunez-cervantes.com/,Colombia,Automated content-based archive,2010,Farming,
373,11709,,Boyle Ltd,http://www.brandt-giles.com/,Bouvet Island (Bouvetoya),Programmable asymmetric capacity,1980,Tobacco,
374,11724,,Matthews-Rasmussen,https://www.conrad.com/,United States Virgin Islands,Phased dedicated forecast,2021,Civil Engineering,
375,11747,,Pineda-Barajas,https://mcclain.com/,Rwanda,Managed reciprocal orchestration,1980,Construction,
376,11751,,Allison Inc,https://www.mcbride.com/,Bahrain,Exclusive interactive benchmark,2014,Financial Services,
377,11763,,Grimes-Ward,https://www.davila.com/,Equatorial Guinea,Exclusive bottom-line Internet solution,1991,Wireless,
378,11779,,Avery Inc,https://www.gallagher-brandt.com/,Bahrain,Robust uniform encoding,2007,Capital Markets / Hedge Fund / Private Equity,
379,11793,,Wilcox Group,http://khan.com/,Jamaica,Mandatory executive help-desk,1994,Defense / Space,
380,11903,,Bell Group,https://www.page.com/,Cape Verde,Exclusive transitional adapter,2021,Semiconductors,
